,player_id,name_common,year_id,age,team_id,G,Min,MPG,FT%
24776,robeyri01,Rick Robey,1984,28,PHO,61,856,14.0,69.3
24777,scottal01,Alvin Scott,1984,28,PHO,65,735,11.3,77.8
24778,sandemi01,Mike Sanders,1984,23,PHO,50,586,11.7,69.0
24779,highjo01,Johnny High,1984,26,PHO,29,512,17.7,34.5
24780,whitero01,Rory White,1984,24,PHO,22,308,14.0,57.1
24793,paxsoji02,Jim Paxson,1984,26,POR,81,2686,33.2,84.1
24794,thompmy01,Mychal Thompson,1984,29,POR,79,2648,33.5,66.7
24795,nattca01,Calvin Natt,1984,27,POR,79,2638,33.4,79.7
24796,carrke01,Kenny Carr,1984,28,POR,82,2455,29.9,67.3
24797,leverfa01,Fat Lever,1984,23,POR,81,2010,24.8,74.3
24798,valenda01,Darnell Valentine,1984,24,POR,68,1893,27.8,78.9
24799,coopewa01,Wayne Cooper,1984,27,POR,81,1662,20.5,80.4
24800,drexlcl01,Clyde Drexler,1984,21,POR,82,1408,17.2,72.8
24801,norriau01,Audie Norris,1984,23,POR,79,1157,14.6,69.8
24802,lampje01,Jeff Lamp,1984,24,POR,64,660,10.3,89.6
24803,verhope01,Pete Verhoeven,1984,24,POR,43,327,7.6,68.0
24804,jordaed01,Eddie Jordan,1984,29,POR,13,183,14.1,70.0
24805,piotrto01,Tom Piotrowski,1984,23,POR,18,78,4.3,100.0
24817,mitchmi01,Mike Mitchell,1984,28,SAS,79,2853,36.1,77.9
24818,banksge01,Gene Banks,1984,24,SAS,80,2600,32.5,74.1
24819,gervige01,George Gervin,1984,31,SAS,76,2584,34.0,84.2
24820,gilmoar01,Artis Gilmore,1984,34,SAS,64,2034,31.8,71.8
24821,lucasjo01,John Lucas,1984,30,SAS,63,1807,28.7,76.4
24822,jonesed01,Edgar Jones,1984,27,SAS,81,1770,21.9,72.7
24823,moorejo01,Johnny Moore,1984,25,SAS,59,1650,28.0,75.5
24824,roberfr01,Fred Roberts,1984,23,SAS,79,1531,19.4,83.7
24825,mcnamma01,Mark McNamara,1984,24,SAS,70,1037,14.8,47.1
24826,brewero01,Ron Brewer,1984,28,SAS,40,782,19.6,82.0
24827,edmonke01,Keith Edmonson,1984,23,SAS,40,521,13.0,75.2
24828,paxsojo01,John Paxson,1984,23,SAS,49,458,9.3,61.5
24829,willike01,Kevin Williams,1984,22,SAS,19,200,10.5,78.1
24830,weidnbr01,Brant Weidner,1984,23,SAS,8,38,4.8,100.0
24831,robisda01,Dave Robisch,1984,34,SAS,4,37,9.3,0.0
24832,battoda01,Dave Batton,1984,27,SAS,4,31,7.8,0.0
24833,lingest01,Steve Lingenfelter,1984,25,SAS,3,14,4.7,0.0
24834,lockhda01,Darrell Lockhart,1984,23,SAS,2,14,7.0,0.0
24835,pheglro01,Roger Phegley,1984,27,SAS,3,11,3.7,100.0
24836,millebo01,Bob Miller,1984,27,SAS,2,8,4.0,0.0
24837,nixonno01,Norm Nixon,1984,28,SDC,82,3053,37.2,76.0
24838,cummite01,Terry Cummings,1984,22,SDC,81,2907,35.9,72.0
24839,donalja01,James Donaldson,1984,26,SDC,82,2525,30.8,76.1
24840,kelsegr01,Greg Kelser,1984,26,SDC,80,1783,22.3,70.2
24841,hodgecr01,Craig Hodges,1984,23,SDC,76,1571,20.7,75.0
24842,waltobi01,Bill Walton,1984,31,SDC,55,1476,26.8,59.7
24843,brookmi01,Michael Brooks,1984,25,SDC,47,1405,29.9,68.9
24844,smithde02,Derek Smith,1984,22,SDC,61,1297,21.3,75.5
24845,piercri01,Ricky Pierce,1984,24,SDC,69,1280,18.6,86.1
24846,whiteje01,Jerome Whitehead,1984,27,SDC,70,921,13.2,82.2
24847,mckinbi01,Billy McKinney,1984,28,SDC,80,843,10.5,84.8
24848,mcdowha01,Hank McDowell,1984,24,SDC,57,611,10.7,67.9
24849,whitero01,Rory White,1984,24,SDC,6,19,3.2,0.0
24850,joneshu01,Hutch Jones,1984,24,SDC,4,18,4.5,25.0
24851,towneli01,Linton Townes,1984,24,SDC,2,17,8.5,0.0
24852,loderke01,Kevin Loder,1984,24,SDC,1,4,4.0,0.0
24853,sikmaja01,Jack Sikma,1984,28,SEA,82,2993,36.5,85.6
24854,willigu01,Gus Williams,1984,30,SEA,80,2818,35.2,75.0
24855,chambto01,Tom Chambers,1984,24,SEA,82,2570,31.3,80.0
24856,woodal01,Al Wood,1984,25,SEA,81,2236,27.6,82.3
24857,vraneda01,Danny Vranes,1984,25,SEA,80,2174,27.2,64.8
24858,kingre01,Reggie King,1984,26,SEA,77,2086,27.1,66.0
24859,sundvjo01,Jon Sundvold,1984,22,SEA,73,1284,17.6,88.9
24860,hawesst01,Steve Hawes,1984,33,SEA,79,1153,14.6,78.2
24861,brownfr01,Fred Brown,1984,35,SEA,71,1129,15.9,89.5
24862,mccrasc01,Scooter McCray,1984,23,SEA,47,520,11.1,70.0
24863,thompda01,David Thompson,1984,29,SEA,19,349,18.4,84.9
24864,hayesst01,Steve Hayes,1984,28,SEA,43,253,5.9,35.7
24865,johnscl02,Clay Johnson,1984,27,SEA,25,176,7.0,63.6
24866,bradlch01,Charles Bradley,1984,24,SEA,8,39,4.9,71.4
24878,dantlad01,Adrian Dantley,1984,28,UTA,79,2984,37.8,85.9
24879,greenri01,Rickey Green,1984,29,UTA,81,2768,34.2,82.1
24880,griffda01,Darrell Griffith,1984,25,UTA,82,2650,32.3,69.6
24881,eatonma01,Mark Eaton,1984,27,UTA,82,2139,26.1,59.3
24882,baileth01,Thurl Bailey,1984,22,UTA,81,2009,24.8,75.2
24883,drewjo01,John Drew,1984,29,UTA,81,1797,22.2,77.8
24884,wilkije01,Jeff Wilkins,1984,28,UTA,81,1734,21.4,73.6
24885,kelleri01,Rich Kelley,1984,30,UTA,75,1674,22.3,76.5
24886,eavesje01,Jerry Eaves,1984,24,UTA,80,1034,12.9,69.7
24887,hansebo01,Bob Hansen,1984,23,UTA,55,419,7.6,64.3
24888,anderjj01,J.J. Anderson,1984,23,UTA,48,311,6.5,41.4
24889,bosweto01,Tom Boswell,1984,30,UTA,38,261,6.9,76.2
24902,rulanje01,Jeff Ruland,1984,25,WSB,75,3082,41.1,73.3
24903,ballagr01,Greg Ballard,1984,29,WSB,82,2701,32.9,79.8
24904,mahorri01,Rick Mahorn,1984,25,WSB,82,2701,32.9,65.1
24905,johnsfr01,Frank Johnson,1984,25,WSB,82,2686,32.8,74.2
24906,soberri01,Ricky Sobers,1984,31,WSB,81,2624,32.4,83.7
24907,malonje01,Jeff Malone,1984,22,WSB,81,1976,24.4,82.6
24908,mcmilto01,Tom McMillen,1984,31,WSB,62,1294,20.9,81.4
24909,dayeda01,Darren Daye,1984,23,WSB,75,1174,15.7,71.4
24910,kopicjo01,Joe Kopicki,1984,23,WSB,59,678,11.5,81.3
24911,davisch02,Charles Davis,1984,25,WSB,46,467,10.2,61.5
24912,warribr01,Bryan Warrick,1984,24,WSB,32,254,7.9,50.0
24913,gibsomi01,Mike Gibson,1984,23,WSB,32,229,7.2,64.7
24914,wilsomi01,Michael Wilson,1984,24,WSB,6,26,4.3,50.0
24915,scalede01,DeWayne Scales,1984,25,WSB,2,13,6.5,0.0
24926,roundda01,Dan Roundfield,1983,29,ATL,77,2811,36.5,74.9
24927,wilkido01,Dominique Wilkins,1983,23,ATL,82,2697,32.9,68.2
24928,rollitr01,Tree Rollins,1983,27,ATL,80,2472,30.9,72.6
24929,johnsed02,Eddie Johnson,1983,27,ATL,61,1813,29.7,78.5
24930,sparrro01,Rory Sparrow,1983,24,ATL,49,1548,31.6,74.3
24931,davisjo01,Johnny Davis,1983,27,ATL,53,1465,27.6,79.6
24932,mcmilto01,Tom McMillen,1983,30,ATL,61,1364,22.4,81.2
24933,matthwe01,Wes Matthews,1983,23,ATL,64,1187,18.5,76.8
24934,macklru01,Rudy Macklin,1983,24,ATL,73,1171,16.0,77.1
24935,glennmi01,Mike Glenn,1983,27,ATL,73,1124,15.4,83.1
24936,hawesst01,Steve Hawes,1983,32,ATL,46,860,18.7,74.2
24937,johnsge02,George Johnson,1983,34,ATL,37,461,12.5,73.7
24938,edmonke01,Keith Edmonson,1983,22,ATL,32,309,9.7,59.3
24939,brownri01,Rickey Brown,1983,24,ATL,26,305,11.7,62.5
24940,smithra01,Randy Smith,1983,34,ATL,15,142,9.5,92.9
24941,hastisc01,Scott Hastings,1983,22,ATL,10,42,4.2,66.7
24942,pellosa01,Sam Pellom,1983,31,ATL,2,9,4.5,0.0
24955,birdla01,Larry Bird,1983,26,BOS,79,2982,37.7,84.0
24956,parisro01,Robert Parish,1983,29,BOS,78,2459,31.5,69.8
24957,mchalke01,Kevin McHale,1983,25,BOS,82,2345,28.6,71.7
24958,maxwece01,Cedric Maxwell,1983,27,BOS,79,2252,28.5,81.2
24959,aingeda01,Danny Ainge,1983,23,BOS,80,2048,25.6,74.2
24960,architi01,Tiny Archibald,1983,34,BOS,66,1811,27.4,74.3
24961,bucknqu01,Quinn Buckner,1983,28,BOS,72,1565,21.7,63.2
24962,hendege01,Gerald Henderson,1983,27,BOS,82,1551,18.9,72.2
24963,carrml01,M.L. Carr,1983,32,BOS,77,883,11.5,74.1
24964,robeyri01,Rick Robey,1983,27,BOS,59,855,14.5,57.7
24965,bradlch01,Charles Bradley,1983,23,BOS,51,532,10.4,51.1
24966,wedmasc01,Scott Wedman,1983,30,BOS,40,503,12.6,66.7
24967,tillida01,Darren Tillis,1983,22,BOS,15,44,2.9,33.3
24980,theusre01,Reggie Theus,1983,25,CHI,82,2856,34.8,80.1
24981,corzida01,Dave Corzine,1983,26,CHI,82,2496,30.4,72.0
24982,greenda01,Dave Greenwood,1983,25,CHI,79,2355,29.8,70.8
24983,higgiro01,Rod Higgins,1983,23,CHI,82,2196,26.8,79.2
24984,dailequ01,Quintin Dailey,1983,22,CHI,76,2081,27.4,73.0
24985,olberma01,Mark Olberding,1983,26,CHI,80,1817,22.7,78.2
24986,woolror01,Orlando Woolridge,1983,23,CHI,57,1627,28.5,63.8
24987,lestero01,Ronnie Lester,1983,24,CHI,65,1437,22.1,72.5
24988,jackstr01,Tracy Jackson,1983,23,CHI,78,1309,16.8,73.0
24989,bradldu01,Dudley Bradley,1983,25,CHI,58,683,11.8,80.0
24990,jonesdw01,Dwight Jones,1983,30,CHI,49,673,13.7,62.7
24991,oldhaja01,Jawann Oldham,1983,25,CHI,16,171,10.7,54.5
24992,bratzmi01,Mike Bratz,1983,27,CHI,15,140,9.3,76.9
24993,sprigla01,Larry Spriggs,1983,23,CHI,9,39,4.3,71.4
24994,kenonla01,Larry Kenon,1983,30,CHI,5,25,5.0,0.0
24995,hustoge01,Geoff Huston,1983,25,CLE,80,2716,34.0,68.6
24996,robincl01,Cliff Robinson,1983,22,CLE,77,2601,33.8,70.8
24997,hubbaph01,Phil Hubbard,1983,26,CLE,82,1953,23.8,68.9
24998,freewo01,World B. Free,1983,29,CLE,54,1938,35.9,74.7
24999,wilkebo01,Bob Wilkerson,1983,28,CLE,77,1702,22.1,75.0
25000,wedmasc01,Scott Wedman,1983,30,CLE,35,1290,36.9,84.4
25001,laceysa01,Sam Lacey,1983,34,CLE,60,1232,20.5,78.4
25002,hayesst01,Steve Hayes,1983,27,CLE,65,1058,16.3,56.9
25003,baglejo01,John Bagley,1983,22,CLE,68,990,14.6,76.2
25004,cookje01,Jeff Cook,1983,26,CLE,30,782,26.1,76.0
25005,flowebr01,Bruce Flowers,1983,25,CLE,53,699,13.2,77.4
25006,kenonla01,Larry Kenon,1983,30,CLE,32,624,19.5,76.1
25007,brewero01,Ron Brewer,1983,27,CLE,21,563,26.8,86.3
25008,mokespa01,Paul Mokeski,1983,26,CLE,23,539,23.4,61.5
25009,tillida01,Darren Tillis,1983,22,CLE,37,482,13.0,63.6
25010,edwarja01,James Edwards,1983,27,CLE,15,382,25.5,62.3
25011,nicksca01,Carl Nicks,1983,24,CLE,9,148,16.4,64.7
25012,magleda01,Dave Magley,1983,23,CLE,14,56,4.0,50.0
25013,aguirma01,Mark Aguirre,1983,23,DAL,81,2784,34.4,72.8
25014,vinceja01,Jay Vincent,1983,23,DAL,81,2726,33.7,78.4
25015,blackro01,Rolando Blackman,1983,23,DAL,75,2349,31.3,78.0
25016,davisbr01,Brad Davis,1983,27,DAL,79,2323,29.4,84.5
25017,cummipa01,Pat Cummings,1983,26,DAL,81,2317,28.6,75.5
25018,ranseke01,Kelvin Ransey,1983,24,DAL,76,1607,21.1,76.4
25019,nimphku01,Kurt Nimphius,1983,24,DAL,81,1515,18.7,55.0
25020,garnebi02,Bill Garnett,1983,22,DAL,75,1411,18.8,74.1
25021,turneel01,Elston Turner,1983,23,DAL,59,879,14.9,66.7
25022,spanaji01,Jim Spanarkel,1983,25,DAL,48,722,15.0,77.9
25023,thompco01,Corny Thompson,1983,22,DAL,44,520,11.8,78.3
25024,bristal01,Allan Bristow,1983,31,DAL,37,371,10.0,71.4
25025,lloydsc01,Scott Lloyd,1983,30,DAL,15,206,13.7,64.7
25026,englial01,Alex English,1983,29,DEN,82,2988,36.4,82.9
25027,vandeki01,Kiki Vandeweghe,1983,24,DEN,82,2909,35.5,87.5
25028,dunntr01,T.R. Dunn,1983,27,DEN,82,2640,32.2,73.0
25029,isselda01,Dan Issel,1983,34,DEN,80,2431,30.4,83.5
25030,mckinbi01,Billy McKinney,1983,27,DEN,68,1559,22.9,81.4
25031,hanzlbi01,Bill Hanzlik,1983,25,DEN,82,1547,18.9,78.1
25032,williro02,Rob Williams,1983,21,DEN,74,1443,19.5,75.3
25033,gondrgl01,Glen Gondrezick,1983,27,DEN,76,1130,14.9,71.9
25034,robisda01,Dave Robisch,1983,33,DEN,61,711,11.7,78.0
25035,evansmi01,Mike Evans,1983,27,DEN,42,695,16.5,80.5
25036,schayda01,Danny Schayes,1983,23,DEN,32,646,20.2,71.0
25037,kelleri01,Rich Kelley,1983,29,DEN,38,565,14.9,78.6
25038,rayja01,James Ray,1983,25,DEN,45,433,9.6,64.7
25039,anderdw01,Dwight Anderson,1983,22,DEN,5,33,6.6,70.0
25052,thomais01,Isiah Thomas,1983,21,DET,81,3093,38.2,71.0
25053,laimbbi01,Bill Laimbeer,1983,25,DET,82,2871,35.0,79.0
25054,tylerte01,Terry Tyler,1983,26,DET,82,2543,31.0,74.5
25055,johnsvi01,Vinnie Johnson,1983,26,DET,82,2511,30.6,77.8
25056,tripuke01,Kelly Tripucka,1983,23,DET,58,2252,38.8,84.5
25057,longjo01,John Long,1983,26,DET,70,1485,21.2,76.0
25058,jonesed01,Edgar Jones,1983,26,DET,49,1036,21.1,68.0
25059,levincl01,Cliff Levingston,1983,22,DET,62,879,14.2,57.1
25060,russewa01,Walker Russell,1983,22,DET,68,757,11.1,81.0
25061,owensto01,Tom Owens,1983,33,DET,49,725,14.8,68.2
25062,bensoke01,Kent Benson,1983,28,DET,21,599,28.5,76.0
25063,tolbera01,Ray Tolbert,1983,24,DET,28,395,14.1,47.5
25064,piercri01,Ricky Pierce,1983,23,DET,39,265,6.8,56.3
25065,maysc01,Scott May,1983,28,DET,9,155,17.2,81.0
25066,johnsji01,Jim Johnstone,1983,22,DET,16,137,8.6,40.0
25067,wilkeja02,James Wilkes,1983,24,DET,9,129,14.3,80.0
25068,zoetji01,Jim Zoet,1983,29,DET,7,30,4.3,0.0
25069,smithji01,Jim Smith,1983,24,DET,4,18,4.5,50.0
25070,carrojo01,Joe Barry Carroll,1983,24,GSW,79,2988,37.8,71.9
25071,shortpu01,Purvis Short,1983,25,GSW,67,2397,35.8,82.8
25072,romarlo01,Lorenzo Romar,1983,24,GSW,82,2130,26.0,74.3
25073,willisa02,Sam Williams,1983,23,GSW,75,1533,20.4,71.9
25074,smithla01,Larry Smith,1983,25,GSW,49,1433,29.2,53.5
25075,connele01,Lester Conner,1983,23,GSW,75,1416,18.9,69.9
25076,brewero01,Ron Brewer,1983,27,GSW,53,1401,26.4,82.4
25077,lloydle01,Lewis Lloyd,1983,23,GSW,73,1350,18.5,71.9
25078,richami01,Micheal Ray Richardson,1983,27,GSW,33,1074,32.5,63.2
25079,johnsmi01,Mickey Johnson,1983,30,GSW,30,899,30.0,82.9
25080,floydsl01,Sleepy Floyd,1983,22,GSW,33,754,22.8,83.0
25081,brownri01,Rickey Brown,1983,24,GSW,50,743,14.9,61.5
25082,freewo01,World B. Free,1983,29,GSW,19,700,36.8,71.1
25083,englech01,Chris Engler,1983,23,GSW,54,369,6.8,31.3
25084,smithde02,Derek Smith,1983,21,GSW,27,154,5.7,68.0
25085,hassejo01,Joe Hassett,1983,27,GSW,6,139,23.2,0.0
25086,mcdowha01,Hank McDowell,1983,23,GSW,14,130,9.3,77.8
25087,kenonla01,Larry Kenon,1983,30,GSW,11,121,11.0,63.6
25088,duerote01,Terry Duerod,1983,26,GSW,5,49,9.8,0.0
25089,leaveal01,Allen Leavell,1983,25,HOU,79,2602,32.9,83.2
25090,jonesca01,Caldwell Jones,1983,32,HOU,82,2440,29.8,78.6
25091,hayesel01,Elvin Hayes,1983,37,HOU,81,2302,28.4,68.3
25092,walkewa01,Wally Walker,1983,28,HOU,82,2251,27.5,62.1
25093,bryanjo01,Joe Bryant,1983,28,HOU,81,2055,25.4,70.3
25094,baileja01,James Bailey,1983,25,HOU,69,1715,24.9,70.0
25095,teaglte01,Terry Teagle,1983,22,HOU,73,1708,23.4,69.6
25096,murphca01,Calvin Murphy,1983,34,HOU,64,1423,22.2,92.0
25097,jonesma01,Major Jones,1983,29,HOU,60,878,14.6,54.9
25098,hendeto01,Tom Henderson,1983,31,HOU,51,789,15.5,78.9
25099,tayloje01,Jeff Taylor,1983,23,HOU,44,774,17.6,65.2
25100,paultbi01,Billy Paultz,1983,34,HOU,57,695,12.2,45.6
25101,nevitch01,Chuck Nevitt,1983,23,HOU,6,64,10.7,25.0
25102,garreca01,Calvin Garrett,1983,26,HOU,4,34,8.5,100.0
25103,kellocl01,Clark Kellogg,1983,21,IND,81,2761,34.1,74.1
25104,willihe01,Herb Williams,1983,24,IND,78,2513,32.2,70.5
25105,sichtje01,Jerry Sichting,1983,26,IND,78,2435,31.2,86.0
25106,johnsge03,George Johnson,1983,26,IND,82,2297,28.0,73.3
25107,knighbi01,Billy Knight,1983,30,IND,80,2262,28.3,84.1
25108,cartebu01,Butch Carter,1983,24,IND,81,1716,21.2,80.5
25109,byrnema01,Marty Byrnes,1983,26,IND,80,1436,18.0,74.7
25110,durenjo01,John Duren,1983,24,IND,82,1433,17.5,79.6
25111,johnscl01,Clemon Johnson,1983,26,IND,51,1216,23.8,63.1
25112,bransbr01,Brad Branson,1983,24,IND,62,680,11.0,70.4
25113,schoeru01,Russ Schoene,1983,22,IND,31,520,16.8,72.7
25114,slaugjo01,Jose Slaughter,1983,22,IND,63,515,8.2,64.4
25115,morgagu01,Guy Morgan,1983,22,IND,8,46,5.8,25.0
25116,johnsed03,Eddie Johnson,1983,23,KCK,82,2933,35.8,77.9
25117,drewla01,Larry Drew,1983,24,KCK,75,2690,35.9,82.0
25118,woodsmi01,Mike Woodson,1983,24,KCK,81,2426,30.0,79.0
25119,willira01,Ray Williams,1983,28,KCK,72,2170,30.1,76.9
25120,meriwjo01,Joe Meriweather,1983,29,KCK,78,1706,21.9,62.6
25121,nealyed01,Ed Nealy,1983,22,KCK,82,1643,20.0,61.4
25122,johnsst03,Steve Johnson,1983,25,KCK,79,1544,19.5,57.4
25123,kingre01,Reggie King,1983,25,KCK,58,995,17.2,76.0
25124,johnsre01,Reggie Johnson,1983,25,KCK,50,992,19.8,73.0
25125,thompla01,LaSalle Thompson,1983,21,KCK,71,987,13.9,65.0
25126,loderke01,Kevin Loder,1983,23,KCK,66,818,12.4,66.3
25127,steppbr01,Brook Steppe,1983,23,KCK,62,606,9.8,76.0
25128,dennake01,Kenny Dennard,1983,24,KCK,22,224,10.2,66.7
25129,douglle01,Leon Douglas,1983,28,KCK,5,46,9.2,0.0
25130,johnsma02,Magic Johnson,1983,23,LAL,79,2907,36.8,80.0
25131,nixonno01,Norm Nixon,1983,27,LAL,79,2711,34.3,74.4
25132,abdulka01,Kareem Abdul-Jabbar,1983,35,LAL,79,2554,32.3,74.9
25133,wilkeja01,Jamaal Wilkes,1983,29,LAL,80,2552,31.9,75.7
25134,coopemi01,Michael Cooper,1983,26,LAL,82,2148,26.2,78.5
25135,worthja01,James Worthy,1983,21,LAL,77,1970,25.6,62.4
25136,rambiku01,Kurt Rambis,1983,24,LAL,78,1806,23.2,68.7
25137,mcadobo01,Bob McAdoo,1983,31,LAL,47,1019,21.7,73.0
25138,jonesdw01,Dwight Jones,1983,30,LAL,32,491,15.3,66.7
25139,johnscl02,Clay Johnson,1983,26,LAL,48,447,9.3,79.2
25140,mcgeemi01,Mike McGee,1983,23,LAL,39,381,9.8,73.9
25141,landsma01,Mark Landsberger,1983,27,LAL,39,356,9.1,48.0
25142,jordaed01,Eddie Jordan,1983,28,LAL,35,333,9.5,64.7
25143,batesbi01,Billy Ray Bates,1983,26,LAL,4,27,6.8,50.0
25144,mixst01,Steve Mix,1983,35,LAL,1,17,17.0,100.0
25145,coopejo01,Joe Cooper,1983,25,LAL,2,11,5.5,0.0
25158,johnsma01,Marques Johnson,1983,26,MIL,80,2853,35.7,73.5
25159,moncrsi01,Sidney Moncrief,1983,25,MIL,76,2710,35.7,82.6
25160,listeal01,Alton Lister,1983,24,MIL,80,1885,23.6,53.7
25161,bridgju01,Junior Bridgeman,1983,29,MIL,70,1855,26.5,83.7
25162,catchha01,Harvey Catchings,1983,31,MIL,74,1554,21.0,67.4
25163,presspa01,Paul Pressey,1983,24,MIL,79,1528,19.3,59.7
25164,fordph01,Phil Ford,1983,26,MIL,70,1447,20.7,79.6
25165,wintebr01,Brian Winters,1983,30,MIL,57,1361,23.9,85.9
25166,cowenda01,Dave Cowens,1983,34,MIL,40,1014,25.4,82.5
25167,laniebo01,Bob Lanier,1983,34,MIL,39,978,25.1,68.4
25168,crissch01,Charlie Criss,1983,34,MIL,66,922,14.0,89.5
25169,mixst01,Steve Mix,1983,35,MIL,57,792,13.9,85.1
25170,mokespa01,Paul Mokeski,1983,26,MIL,50,589,11.8,81.0
25171,hillar01,Armond Hill,1983,29,MIL,14,169,12.1,81.8
25172,johnsmi01,Mickey Johnson,1983,30,MIL,6,153,25.5,77.8
25173,pellosa01,Sam Pellom,1983,31,MIL,4,20,5.0,0.0
25185,willibu01,Buck Williams,1983,22,NJN,82,2961,36.1,62.0
25186,cookda01,Darwin Cook,1983,24,NJN,82,2625,32.0,76.9
25187,kingal01,Albert King,1983,23,NJN,79,2447,31.0,77.5
25188,dawkida01,Darryl Dawkins,1983,26,NJN,81,2093,25.8,64.6
25189,birdsot01,Otis Birdsong,1983,27,NJN,62,1885,30.4,56.6
25190,walkefo01,Foots Walker,1983,31,NJN,79,1388,17.6,77.9
25191,gminsmi01,Mike Gminski,1983,23,NJN,80,1255,15.7,77.8
25192,richami01,Micheal Ray Richardson,1983,27,NJN,31,1002,32.3,67.1
25193,johnsmi01,Mickey Johnson,1983,30,NJN,42,1001,23.8,81.6
25194,elmorle01,Len Elmore,1983,30,NJN,74,975,13.2,64.3
25195,okoremi01,Mike O'Koren,1983,24,NJN,46,803,17.5,70.8
25196,floydsl01,Sleepy Floyd,1983,22,NJN,43,494,11.5,84.4
25197,philled01,Eddie Phillips,1983,21,NJN,48,416,8.7,67.8
25198,fordph01,Phil Ford,1983,26,NJN,7,163,23.3,70.0
25199,willobi01,Bill Willoughby,1983,25,NJN,10,84,8.4,100.0
25200,vanbrja01,Jan Van Breda Kolff,1983,31,NJN,13,63,4.8,83.3
25201,baileja01,James Bailey,1983,25,NJN,6,50,8.3,100.0
25213,cartwbi01,Bill Cartwright,1983,25,NYK,82,2468,30.1,74.4
25214,robintr01,Truck Robinson,1983,31,NYK,81,2426,30.0,58.7
25215,kingbe01,Bernard King,1983,26,NYK,68,2207,32.5,72.2
25216,westppa01,Paul Westphal,1983,32,NYK,80,1978,24.7,80.4
25217,tucketr01,Trent Tucker,1983,23,NYK,78,1830,23.5,67.2
25218,orrlo01,Louis Orr,1983,24,NYK,82,1666,20.3,80.0
25219,sheroed01,Ed Sherod,1983,23,NYK,64,1624,25.4,65.0
25220,webstma01,Marvin Webster,1983,30,NYK,82,1472,18.0,58.9
25221,grunfer01,Ernie Grunfeld,1983,27,NYK,77,1422,18.5,82.7
25222,willisl01,Sly Williams,1983,25,NYK,68,1385,20.4,68.0
25223,sparrro01,Rory Sparrow,1983,24,NYK,32,880,27.5,73.3
25224,taylovi01,Vince Taylor,1983,22,NYK,31,321,10.4,65.6
25225,hastisc01,Scott Hastings,1983,22,NYK,21,98,4.7,50.0
25226,davismi03,Mike Davis,1983,26,NYK,8,28,3.5,60.0
25239,malonmo01,Moses Malone,1983,27,PHI,78,2922,37.5,76.1
25240,toneyan01,Andrew Toney,1983,25,PHI,81,2474,30.5,78.8
25241,cheekma01,Maurice Cheeks,1983,26,PHI,79,2465,31.2,75.4
25242,ervinju01,Julius Erving,1983,32,PHI,72,2421,33.6,75.9
25243,richacl01,Clint Richardson,1983,26,PHI,77,1755,22.8,64.0
25244,jonesbo01,Bobby Jones,1983,31,PHI,74,1749,23.6,79.3
25245,iavarma01,Marc Iavaroni,1983,26,PHI,80,1612,20.2,69.0
25246,edwarfr01,Franklin Edwards,1983,23,PHI,81,1266,15.6,76.1
25247,curetea01,Earl Cureton,1983,25,PHI,73,987,13.5,49.3
25248,schoeru01,Russ Schoene,1983,22,PHI,46,702,15.3,75.0
25249,johnscl01,Clemon Johnson,1983,26,PHI,32,698,21.8,58.6
25250,johnsre01,Reggie Johnson,1983,25,PHI,29,549,18.9,73.3
25251,mcnamma01,Mark McNamara,1983,23,PHI,36,182,5.1,44.4
25252,anderjj01,J.J. Anderson,1983,22,PHI,13,48,3.7,33.3
25265,nancela01,Larry Nance,1983,23,PHO,82,2914,35.5,67.2
25266,lucasma01,Maurice Lucas,1983,30,PHO,77,2586,33.6,78.1
25267,johnsde01,Dennis Johnson,1983,28,PHO,77,2551,33.1,79.1
25268,daviswa03,Walter Davis,1983,28,PHO,80,2491,31.1,81.8
25269,adamsal01,Alvan Adams,1983,28,PHO,80,2447,30.6,82.9
25270,macyky01,Kyle Macy,1983,25,PHO,82,1836,22.4,87.2
25271,highjo01,Johnny High,1983,25,PHO,82,1155,14.1,46.3
25272,scottal01,Alvin Scott,1983,27,PHO,81,1139,14.1,73.6
25273,whitero01,Rory White,1983,23,PHO,65,626,9.6,64.2
25274,cookje01,Jeff Cook,1983,26,PHO,45,551,12.2,75.9
25275,thirdda01,David Thirdkill,1983,22,PHO,49,521,10.6,57.7
25276,kramejo01,Joel Kramer,1983,27,PHO,54,458,8.5,87.5
25277,edwarja01,James Edwards,1983,27,PHO,16,285,17.8,66.0
25278,pittmch01,Charles Pittman,1983,24,PHO,28,170,6.1,67.6
25291,thompmy01,Mychal Thompson,1983,28,POR,80,3017,37.7,62.1
25292,nattca01,Calvin Natt,1983,26,POR,80,2879,36.0,79.2
25293,paxsoji02,Jim Paxson,1983,25,POR,81,2740,33.8,81.2
25294,carrke01,Kenny Carr,1983,27,POR,82,2331,28.4,69.7
25295,coopewa01,Wayne Cooper,1983,26,POR,80,2099,26.2,68.5
25296,leverfa01,Fat Lever,1983,22,POR,81,2020,24.9,73.0
25297,valenda01,Darnell Valentine,1983,23,POR,47,1298,27.6,79.3
25298,lampje01,Jeff Lamp,1983,23,POR,59,690,11.7,80.8
25299,busedo01,Don Buse,1983,32,POR,41,643,15.7,89.1
25300,verhope01,Pete Verhoeven,1983,23,POR,48,527,11.0,67.7
25301,towneli01,Linton Townes,1983,23,POR,55,516,9.4,73.7
